job_id,job_title,skills,years_exp_num,experience_level,company,mandatory_qualification
T-8672,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-8673,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",10,Mid-Senior level,Unknown,Bachelors
T-8674,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-8675,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-8676,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",7,Mid-Senior level,Unknown,NET/SET
T-8677,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",8,Mid-Senior level,Unknown,Bachelors
T-8678,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",11,Senior,Unknown,NET/SET
T-8679,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",15,Senior,Unknown,NET/SET
T-8680,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",5,Mid-level,Unknown,B.Ed
T-8681,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",15,Senior,Unknown,B.Ed
T-8682,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",8,Mid-Senior level,Unknown,NET/SET
T-8683,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
T-8684,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-8685,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",12,Senior,Unknown,NET/SET
T-8686,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",13,Senior,Unknown,Bachelors
T-8687,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",4,Mid-level,Unknown,NET/SET
T-8688,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",6,Mid-Senior level,Unknown,PhD
T-8689,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-8690,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-8691,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-8692,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-8693,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",12,Senior,Unknown,Bachelors
T-8694,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-8695,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8696,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",5,Mid-level,Unknown,PhD
T-8697,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-8698,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",7,Mid-Senior level,Unknown,B.Ed
T-8699,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",12,Senior,Unknown,NET/SET
T-8700,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",6,Mid-Senior level,Unknown,PhD
T-8701,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",10,Mid-Senior level,Unknown,B.Ed
T-8702,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",15,Senior,Unknown,NET/SET
T-8703,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-8704,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",10,Mid-Senior level,Unknown,PhD
T-8705,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",10,Mid-Senior level,Unknown,NET/SET
T-8706,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",12,Senior,Unknown,Bachelors
T-8707,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",5,Mid-level,Unknown,NET/SET
T-8708,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
T-8709,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",12,Senior,Unknown,PhD
T-8710,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-8711,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
T-8712,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-8713,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",5,Mid-level,Unknown,B.Ed
T-8714,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-8715,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",13,Senior,Unknown,PhD
T-8716,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8717,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",15,Senior,Unknown,B.Ed
T-8718,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-8719,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-8720,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",14,Senior,Unknown,Bachelors
T-8721,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",12,Senior,Unknown,PhD
T-8722,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",5,Mid-level,Unknown,B.Ed
T-8723,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-8724,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",10,Mid-Senior level,Unknown,NET/SET
T-8725,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",9,Mid-Senior level,Unknown,NET/SET
T-8726,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",9,Mid-Senior level,Unknown,PhD
T-8727,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",10,Mid-Senior level,Unknown,NET/SET
T-8728,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-8729,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",6,Mid-Senior level,Unknown,B.Ed
T-8730,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-8731,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",12,Senior,Unknown,PhD
T-8732,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-8733,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-8734,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",9,Mid-Senior level,Unknown,PhD
T-8735,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",14,Senior,Unknown,B.Ed
T-8736,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
T-8737,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8738,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",4,Mid-level,Unknown,PhD
T-8739,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-8740,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",15,Senior,Unknown,B.Ed
T-8741,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-8742,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8743,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",5,Mid-level,Unknown,PhD
T-8744,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",14,Senior,Unknown,PhD
T-8745,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",10,Mid-Senior level,Unknown,Bachelors
T-8746,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",5,Mid-level,Unknown,NET/SET
T-8747,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",13,Senior,Unknown,PhD
T-8748,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",5,Mid-level,Unknown,B.Ed
T-8749,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-8750,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-8751,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",11,Senior,Unknown,B.Ed
